State,District,Pollster,Sample,Type,Date,GOP,Dem,538 Grade,Mean-Reverted Bias,Grade,Adjusted R,Adjusted D,Adjusted Gap,DistrictName,
FL,16,St. Pete Polls,1248,LV,10/1/2018,50,43,B-,0.10057143,2.7,50.05028572,42.94971429,7.10057143,FL16_2018,
VA,10,Monmouth University,374,LV,9/30/2018,44,50,A+,1.4258947,4,44.71294735,49.28705265,-4.5741053,VA10_2018,
ND,1,Strategic Research Associates,650,LV,9/27/2018,55,31,C,0,2,55,31,24,ND01_2018,
OK,1,SoonerPoll.com,306,LV,9/25/2018,54,32,B-,1.9237209,2.7,54.96186045,31.03813955,23.9237209,OK01_2018,
OK,2,SoonerPoll.com,245,LV,9/25/2018,46,32,B-,1.9237209,2.7,46.96186045,31.03813955,15.9237209,OK02_2018,
ND,1,Fox News/Anderson Robbins Research/Shaw & Co. Research,704,LV,10/2/2018,51,34,A,0.61413043,4,51.30706522,33.69293479,17.61413043,ND01_2018,
PA,1,Monmouth University,353,LV,10/1/2018,52,45,A+,1.4258947,4,52.71294735,44.28705265,8.4258947,PA01_2018,
MN,3,SurveyUSA,607,LV,9/29/2018,44,49,A,0.07657364,4,44.03828682,48.96171318,-4.92342636,MN03_2018,
FL,16,University of North Florida,551,LV,10/2/2018,49,40,A-,0.47,3.7,49.235,39.765,9.47,FL16_2018,
VA,10,Christopher Newport University,794,LV,10/2/2018,44,51,B+,0.48297297,3.3,44.24148649,50.75851352,-6.51702703,VA10_2018,
CA,10,UC Berkeley,726,LV,9/23/2018,45,50,C,0,2,45,50,-5,CA10_2018,
CA,50,UC Berkeley,527,LV,9/23/2018,49,47,C,0,2,49,47,2,CA50_2018,
CA,49,UC Berkeley,551,LV,9/23/2018,41,55,C,0,2,41,55,-14,CA49_2018,
CA,48,UC Berkeley,623,LV,9/23/2018,48,48,C,0,2,48,48,0,CA48_2018,
CA,45,UC Berkeley,519,LV,9/23/2018,45,52,C,0,2,45,52,-7,CA45_2018,
CA,39,UC Berkeley,552,LV,9/23/2018,48,49,C,0,2,48,49,-1,CA39_2018,
CA,25,UC Berkeley,650,LV,9/23/2018,46,50,C,0,2,46,50,-4,CA25_2018,
CA,22,UC Berkeley,912,LV,9/23/2018,53,45,C,0,2,53,45,8,CA22_2018,
ME,1,SurveyUSA,382,LV,9/10/2016,37,57,A,0.07657364,4,37.03828682,56.96171318,-19.92342636,ME01_2016,
MI,11,Siena College,465,LV,10/6/2018,38,45,A,0.08860465,4,38.04430233,44.95569768,-6.91139535,MI11_2018,
NC,13,Siena College,500,LV,10/8/2018,47,41,A,0.08860465,4,47.04430233,40.95569768,6.08860465,NC13_2018,
IL,14,Siena College,501,LV,10/8/2018,47,43,A,0.08860465,4,47.04430233,42.95569768,4.08860465,IL14_2018,
PA,16,Siena College,532,LV,10/8/2018,50,42,A,0.08860465,4,50.04430233,41.95569768,8.08860465,PA16_2018,
NY,1,Siena College,502,LV,10/8/2018,49,41,A,0.08860465,4,49.04430233,40.95569768,8.08860465,NY01_2018,
NC,9,SurveyUSA,556,LV,10/4/2018,41,45,A,0.07657364,4,41.03828682,44.96171318,-3.92342636,NC09_2018,
MT,1,University of Montana,466,LV,8/31/2018,38,51,C,0,2,38,51,-13,MT01_2018,
NJ,11,Monmouth University,356,LV,10/7/2018,45,48,A+,1.4258947,4,45.71294735,47.28705265,-1.5741053,NJ11_2018,
FL,9,SurveyUSA,535,LV,10/7/2018,40,48,A,0.07657364,4,40.03828682,47.96171318,-7.92342636,FL09_2018,
PA,7,DeSales University,405,LV,10/7/2018,31,50,C,0,2,31,50,-19,PA07_2018,
AK,1,Alaska Survey Research,500,LV,10/6/2018,50,46,C,0,2,50,46,4,AK01_2018,
VA,10,ABC News/Washington Post,866,LV,10/5/2018,43,55,A+,0.61341176,4,43.30670588,54.69329412,-11.38658824,VA10_2018,
WA,8,Elway Research,400,RV,10/9/2018,49,39,A+,0.4736,4,49.2368,38.7632,10.4736,WA08_2018,
PA,17,Monmouth University,354,LV,10/8/2018,42,54,A+,1.4258947,4,42.71294735,53.28705265,-10.5741053,PA17_2018,
FL,27,Mason-Dixon Polling & Research Inc.,625,LV,10/6/2018,44,42,B+,-0.7202799,3.3,43.63986005,42.36013995,1.2797201,FL27_2018,
MN,8,Siena College,507,LV,10/14/2018,49,34,A,0.08860465,4,49.04430233,33.95569768,15.08860465,MN08_2018,
PA,1,Siena College,570,LV,10/14/2018,43,50,A,0.08860465,4,43.04430233,49.95569768,-6.91139535,PA01_2018,
NH,1,Emerson College,387,LV,10/12/2018,35,40,B+,0.10647727,3.3,35.05323864,39.94676137,-4.89352273,NH01_2018,
NH,2,Emerson College,401,LV,10/12/2018,25,44,B+,0.10647727,3.3,25.05323864,43.94676137,-18.89352273,NH02_2018,
NV,1,Emerson College,121,LV,10/12/2018,20,50,B+,0.10647727,3.3,20.05323864,49.94676137,-29.89352273,NV01_2018,
NV,2,Emerson College,169,LV,10/12/2018,23,16,B+,0.10647727,3.3,23.05323864,15.94676137,7.10647727,NV02_2018,
NV,3,Emerson College,178,LV,10/12/2018,39,41,B+,0.10647727,3.3,39.05323864,40.94676137,-1.89352273,NV03_2018,
NV,4,Emerson College,157,LV,10/12/2018,34,36,B+,0.10647727,3.3,34.05323864,35.94676137,-1.89352273,NV04_2018,
NC,13,SurveyUSA,533,LV,10/12/2018,44,41,A,0.07657364,4,44.03828682,40.96171318,3.07657364,NC13_2018,
VA,2,Christopher Newport University,682,LV,10/12/2018,50,43,B+,0.48297297,3.3,50.24148649,42.75851352,7.48297297,VA02_2018,
UT,4,University of Utah,403,RV,10/11/2018,46,46,C,0,2,46,46,0,UT04_2018,
NJ,3,Stockton University,546,LV,10/10/2018,47,45,B+,0.31342105,3.3,47.15671053,44.84328948,2.31342105,NJ03_2018,
CA,45,GBA Strategies (D),400,LV,9/23/2018,47,48,C,1.6,2,47.8,47.2,0.6,CA45_2018,
CA,45,Global Strategy Group (D),500,LV,9/18/2018,43,46,C,1.4,2,43.7,45.3,-1.6,CA45_2018,
CA,39,Tulchin Research (D),400,LV,10/2/2018,47,48,C,4.1,2,49.05,45.95,3.1,CA39_2018,
CA,49,Public Opinion Strategies (R ),400,LV,9/20/2018,43,45,C,-4.6,2,40.7,47.3,-6.6,CA49_2018,
CA,50,Tulchin Research (D),400,LV,10/1/2018,45,44,C,4.1,2,47.05,41.95,5.1,CA50_2018,
CA,22,Strategy 360 (D),402,LV,9/13/2018,50,44,C,2.9,2,51.45,42.55,8.9,CA22_2018,
AK,1,Public Policy Polling (D),645,LV,10/12/2018,46,43,C,2.2,2,47.1,41.9,5.2,AK01_2018,
CO,6,Normington  Petts & Associates (D),400,LV,9/23/2018,38,49,C,2.2,2,39.1,47.9,-8.8,CO06_2018,
CO,6,Tarrance Group (R ),400,RV,9/13/2018,43,44,C,-4.8,2,40.6,46.4,-5.8,CO06_2018,
DE,1,University of Deleware,728,LV,9/17/2018,28,52,C,-3.8,2,26.1,53.9,-27.8,DE01_2018,
DE,1,Gravis Marketing,884,LV,7/29/2018,39,46,C+,-2.8,2.3,37.6,47.4,-9.8,DE01_2018,
FL,27,Anzalone Liszt Grove Research (D),500,LV,10/14/2018,39,44,C,4.5,2,41.25,41.75,-0.5,FL27_2018,
FL,27,McLaughlin & Associates (R ),400,LV,9/13/2018,51,42,C,-5.7,2,48.15,44.85,3.3,FL27_2018,
FL,27,Bendixen & Amandi International (D),600,LV,9/4/2018,42,46,C,4.3,2,44.15,43.85,0.3,FL27_2018,
FL,26,GBA Strategies (D),500,LV,10/1/2018,48,50,C,1.6,2,48.8,49.2,-0.4,FL26_2018,
FL,26,Greenberg Quinlan Rosner (D),500,LV,10/1/2018,48,49,C,1.7,2,48.85,48.15,0.7,FL26_2018,
FL,6,Greenberg Quinlan Rosner (D),400,LV,10/1/2018,45,45,C,1.7,2,45.85,44.15,1.7,FL06_2018,
FL,15,WPA Intelligence (R ),418,LV,10/4/2018,46,39,C,-6.1,2,42.95,42.05,0.9,FL15_2018,
FL,15,Greenberg Quinlan Rosner (D),400,LV,9/8/2018,47,48,C,1.7,2,47.85,47.15,0.7,FL15_2018,
FL,18,Global Strategy Group (D),400,LV,9/30/2018,48,45,C,1.4,2,48.7,44.3,4.4,FL18_2018,
FL,18,Public Policy Polling (D),553,V,9/19/2018,46,43,C,2.2,2,47.1,41.9,5.2,FL18_2018,
FL,18,Global Strategy Group (D),600,LV,9/16/2018,50,44,C,1.4,2,50.7,43.3,7.4,FL18_2018,
FL,25,Public Policy Polling (D),541,LV,9/19/2018,41,36,C,2.2,2,42.1,34.9,7.2,FL25_2018,
GA,6,Thirty-Ninth Street Strategies (D),600,LV,8/26/2018,49,47,C,3.7,2,50.85,45.15,5.7,GA06_2018,
GA,7,Tulchin Research (D),400,LV,9/13/2018,44,46,C,4.1,2,46.05,43.95,2.1,GA07_2018,
IL,12,Global Strategy Group (D),404,LV,10/7/2018,46,45,C,1.4,2,46.7,44.3,2.4,IL12_2018,
IL,12,DCCC Targeting Team (D),574,LV,9/27/2018,44,43,C,3.1,2,45.55,41.45,4.1,IL12_2018,
IL,13,GBA Strategies (D),500,LV,10/4/2018,49,48,C,1.6,2,49.8,47.2,2.6,IL13_2018,
IL,13,American Viewpoint (R ),400,LV,10/1/2018,50,37,C,-4.7,2,47.65,39.35,8.3,IL13_2018,
IL,13,GBA Strategies (D),500,LV,9/11/2018,51,46,C,1.6,2,51.8,45.2,6.6,IL13_2018,
IL,6,Garin-Hart-Yang Research Group (D),400,LV,10/1/2018,44,49,C,3.1,2,45.55,47.45,-1.9,IL06_2018,
IL,6,Garin-Hart-Yang Research Group (D),402,LV,9/10/2018,44,47,C,3.1,2,45.55,45.45,0.1,IL06_2018,
IN,3,WPA Intelligence (R ),401,LV,5/31/2018,55,34,C,-6.1,2,51.95,37.05,14.9,IN03_2018,
IA,1,The Polling Company Inc. (R ),400,LV,10/13/2018,43,45,C,-5.3,2,40.35,47.65,-7.3,IA01_2018,
IA,1,The Polling Company Inc. (R ),400,RV,10/4/2018,43,44,C,-5.3,2,40.35,46.65,-6.3,IA01_2018,
IA,3,DCCC Targeting Team (D),575,LV,9/5/2018,43,46,C,3.1,2,44.55,44.45,0.1,IA03_2018,
IA,2,Gravis Marketing,425,A,9/11/2018,38,45,C,-2.9,2,36.55,46.45,-9.9,IA02_2018,
IA,4,Expedition Strategies (D),380,LV,9/9/2018,43,37,C,5,2,45.5,34.5,11,IA04_2018,
KS,1,Jayhawk Consulting (D),400,LV,9/22/2018,44,33,C,7.5,2,47.75,29.25,18.5,KS01_2018,
KS,3,Remington Research Group (R ),610,LV,9/20/2018,43,40,C,-4.6,2,40.7,42.3,-1.6,KS03_2018,
KS,4,Change Research (D),1896,LV,7/19/2018,42,38,C,1.1,2,42.55,37.45,5.1,KS04_2018,
KY,6,Public Opinion Strategies (R ),400,RV,10/8/2018,48,46,C,-4.6,2,45.7,48.3,-2.6,KY06_2018,
KY,6,Garin-Hart-Yang Research Group (D),501,LV,10/2/2018,44,51,C,3.1,2,45.55,49.45,-3.9,KY06_2018,
ME,2,Mellman Group (D),400,RV,9/7/2018,46,54,C,4.1,2,48.05,51.95,-3.9,ME02_2018,
MI,8,Greenberg Quinlan Rosner (D),400,LV,9/20/2018,43,47,C,1.7,2,43.85,46.15,-2.3,MI08_2018,
MI,8,Public Opinion Strategies (R ),400,LV,9/18/2018,45,43,C,-4.6,2,42.7,45.3,-2.6,MI08_2018,
MI,6,DCCC Targeting Team (D),605,LV,10/10/2018,49,46,C,3.1,2,50.55,44.45,6.1,MI06_2018,
MI,6,Public Policy Polling (D),750,LV,9/5/2018,45,41,C,2.2,2,46.1,39.9,6.2,MI06_2018,
MI,11,Harper Polling (R ),400,LV,10/13/2018,35,36,C,-4.6,2,32.7,38.3,-5.6,MI11_2018,
MI,2,Lake Research Partners (D),400,LV,10/15/2018,48,42,C,3.4,2,49.7,40.3,9.4,MI02_2018,
MN,8,Victoria Research & Consulting (D),400,LV,9/30/2018,44,45,C,5,2,46.5,42.5,4,MN08_2018,
MN,7,Anzalone Liszt Grove Research (D),500,LV,9/10/2018,35,53,C,4.5,2,37.25,50.75,-13.5,MN07_2018,
MN,2,WPA Intelligence (R ),412,LV,10/1/2018,46,43,C,-6.1,2,42.95,46.05,-3.1,MN02_2018,
MN,2,Public Policy Polling (D),531,LV,9/18/2018,45,48,C,2.2,2,46.1,46.9,-0.8,MN02_2018,
MN,3,Public Policy Polling (D),538,V,9/18/2018,39,52,C,2.2,2,40.1,50.9,-10.8,MN03_2018,
MN,1,Harper Polling (R ),400,LV,8/26/2018,47,33,C,-4.6,2,44.7,35.3,9.4,MN01_2018,
MO,2,Expedition Strategies (D),402,LV,8/26/2018,41,43,C,5,2,43.5,40.5,3,MO02_2018,
NE,2,Meeting Street Research (R ),400,RV,10/2/2018,49,40,C,-3.8,2,47.1,41.9,5.2,NE02_2018,
NE,2,Greenberg Quinlan Rosner (D),400,LV,9/30/2018,49,45,C,1.7,2,49.85,44.15,5.7,NE02_2018,
NV,4,Moore Information (D),400,LV,10/8/2018,41,37,C,-5.3,2,38.35,39.65,-1.3,NV04_2018,
NH,1,OnMessage Inc. (R ),400,LV,9/27/2018,42,40,C,-5,2,39.5,42.5,-3,NH01_2018,
NJ,3,National Research  Inc. (R ),400,LV,10/4/2018,44,40,C,-4.2,2,41.9,42.1,-0.2,NJ03_2018,
NJ,3,DCCC Targeting Team (D),523,LV,9/5/2018,45,47,C,3.1,2,46.55,45.45,1.1,NJ03_2018,
NJ,11,National Research  Inc. (R ),400,LV,9/27/2018,43,46,C,-4.2,2,40.9,48.1,-7.2,NJ11_2018,
NJ,5,Tel Opinion Research (R ),400,RV,8/12/2018,39,36,C,-4.2,2,36.9,38.1,-1.2,NJ05_2018,
NM,2,Tarrance Group (R ),400,LV,10/2/2018,49,45,C,-4.8,2,46.6,47.4,-0.8,NM02_2018,
NY,22,The Polling Company Inc. (R ),400,LV,10/13/2018,50,42,C,-5.3,2,47.35,44.65,2.7,NY22_2018,
NY,11,Public Policy Polling (D),509,V,9/5/2018,47,39,C,2.2,2,48.1,37.9,10.2,NY11_2018,
NY,1,GBA Strategies (D),500,LV,10/10/2018,50,46,C,1.6,2,50.8,45.2,5.6,NY01_2018,
NY,1,GBA Strategies (D),400,LV,9/17/2018,47,44,C,1.4,2,47.7,43.3,4.4,NY01_2018,
NC,13,DCCC Targeting Team (D),537,LV,9/13/2018,42,46,C,3.2,2,43.6,44.4,-0.8,NC13_2018,
NC,7,Lincoln Park Strategies (D),500,LV,8/22/2018,40,44,C,3.7,2,41.85,42.15,-0.3,NC07_2018,
OH,1,American Viewpoint (R ),400,LV,9/20/2018,46,39,C,-4.7,2,43.65,41.35,2.3,OH01_2018,
OH,1,GBA Strategies (D),500,LV,9/13/2018,44,46,C,1.6,2,44.8,45.2,-0.4,OH01_2018,
OH,12,GBA Strategies (D),500,LV,9/6/2018,47,46,C,1.6,2,47.8,45.2,2.6,OH12_2018,
OK,5,Vcreek/AMG (R ),1407,LV,9/25/2018,50,37,C,-4.2,2,47.9,39.1,8.8,OK05_2018,
OK,5,Vcreek/AMG (R ),1182,LV,9/6/2018,49,35,C,-4.2,2,46.9,37.1,9.8,OK05_2018,
OR,5,Gravis Marketing (R ),359,LV,10/8/2018,56,33,C,-2.9,2,54.55,34.45,20.1,OR05_2018,
PA,1,Public Opinion Strategies (R ),400,LV,10/4/2018,50,42,C,-4.6,2,47.7,44.3,3.4,PA01_2018,
PA,10,Public Policy Polling (D),650,V,9/25/2018,44,43,C,2.1,2,45.05,41.95,3.1,PA10_2018,
PA,16,DCCC Targeting Team (D),548,LV,10/10/2018,49,46,C,3.2,2,50.6,44.4,6.2,PA16_2018,
SC,1,Public Policy Polling (D),628,V,8/31/2018,49,42,C,2.1,2,50.05,40.95,9.1,SC01_2018,
TX,17,Change Research (D),961,RV,9/1/2018,54,38,C,1,2,54.5,37.5,17,TX17_2018,
TX,32,GBA Strategies (D),600,LV,9/23/2018,47,49,C,1.6,2,47.8,48.2,-0.4,TX32_2018,
TX,32,Public Policy Polling (D),555,V,9/18/2018,42,47,C,2.1,2,43.05,45.95,-2.9,TX32_2018,
TX,31,Tarrance Group (R ),400,LV,9/25/2018,54,33,C,-4.8,2,51.6,35.4,16.2,TX31_2018,
TX,31,Anzalone Liszt Grove Research (D),500,LV,9/20/2018,46,42,C,4.1,2,48.05,39.95,8.1,TX31_2018,
TX,7,Public Policy Polling (D),562,V,9/18/2018,45,47,C,2.1,2,46.05,45.95,0.1,TX07_2018,
UT,4,Mellman Group (D),400,LV,10/10/2018,46,47,C,3.6,2,47.8,45.2,2.6,UT04_2018,
UT,4,Y2 Analytics (R ),405,LV,9/8/2018,51,42,C,-4.3,2,48.85,44.15,4.7,UT04_2018,
VA,10,McLaughlin & Associates (R ),400,LV,10/8/2018,48,47,C,-5.9,2,45.05,49.95,-4.9,VA10_2018,
VA,7,Normington  Petts & Associates (D),400,LV,9/20/2018,47,47,C,2.2,2,48.1,45.9,2.2,VA07_2018,
VA,2,Garin-Hart-Yang Research Group (D),404,LV,9/8/2018,43,51,C,3.1,2,44.55,49.45,-4.9,VA02_2018,
WA,3,Lake Research Partners (D),400,LV,10/11/2018,43,45,C,3.4,2,44.7,43.3,1.4,WA03_2018,
WA,5,Fairbank Maslin Maullin Metz & Associates (D),521,LV,9/20/2018,49,46,C,5.3,2,51.65,43.35,8.3,WA05_2018,
WV,3,DCCC Targeting Team (D),540,LV,9/16/2018,44,48,C,3.2,2,45.6,46.4,-0.8,WV03_2018,
WV,3,Monmouth University,350,LV,10/14/2018,48,46,A+,1.4258947,4,48.71294735,45.28705265,3.4258947,WV03_2018,
NY,27,Siena College,490,LV,10/11/2018,46,43,A,0.08860465,4,46.04430233,42.95569768,3.08860465,NY27_2018,
PA,7,DeSales University,585,RV,10/14/2018,34,45,C,0,2,34,45,-11,PA07_2018,
FL,26,Mason-Dixon Polling & Research Inc.,625,LV,10/9/2018,46,45,B+,-0.7202799,3.3,45.63986005,45.36013995,0.2797201,FL26_2018,
AZ,6,Siena College,500,LV,10/15/2018,50,36,A,0.08860465,4,50.04430233,35.95569768,14.08860465,AZ06_2018,
VA,10,Siena College,484,LV,10/15/2018,48,41,A,0.08860465,4,48.04430233,40.95569768,7.08860465,VA10_2018,
AZ,1,Go Right Strategies (R ),943,LV,10/10/2018,44,38,C,-4.2,2,41.9,40.1,1.8,AZ01_2018,
AZ,1,Go Right Strategies (R ),734,LV,9/28/2018,39,36,C,-4.2,2,36.9,38.1,-1.2,AZ01_2018,
NY,25,Siena College,581,LV,10/8/2018,36,53,A,0.08860465,4,36.04430233,52.95569768,-16.91139535,NY25_2018,
MI,11,Anzalone Liszt Grove Research (D),513,LV,10/14/2018,37,46,C,3.5,2,38.75,44.25,-5.5,MI11_2018,
FL,15,SurveyUSA,591,LV,10/14/2018,45,45,A,0.07657364,4,45.03828682,44.96171318,0.07657364,FL15_2018,
KS,3,Siena College,503,LV,10/17/2018,39,48,A,0.08860465,4,39.04430233,47.95569768,-8.91139535,KS03_2018,
CO,6,Siena College,506,LV,10/17/2018,38,47,A,0.08860465,4,38.04430233,46.95569768,-8.91139535,CO06_2018,
CA,45,Public Opinion Strategies (R ),400,LV,10/17/2018,50,46,C,-4.6,2,47.7,48.3,-0.6,CA45_2018,
WV,3,Siena College,490,LV,10/18/2018,46,41,A,0.08860465,4,46.04430233,40.95569768,5.08860465,WV03_2018,
ME,2,Siena College,501,LV,10/18/2018,41,41,A,0.08860465,4,41.04430233,40.95569768,0.08860465,ME02_2018,
TX,23,Siena College,488,LV,10/18/2018,53,38,A,0.08860465,4,53.04430233,37.95569768,15.08860465,TX23_2018,
NJ,11,Siena College,487,LV,10/17/2018,38,49,A,0.08860465,4,38.04430233,48.95569768,-10.91139535,NJ11_2018,
PA,7,Muhlenberg College,411,LV,10/18/2018,41,48,A,-0.21109091,4,40.89445455,48.10554546,-7.21109091,PA07_2018,
MI,8,Target Insyght,500,LV,10/17/2018,48,45,C,0,2,48,45,3,MI08_2018,
MI,11,Target Insyght,500,LV,10/17/2018,48,48,C,0,2,48,48,0,MI11_2018,
ME,2,Pan Atlantic SMS Group,251,LV,10/7/2018,37,37,B+,0.91711111,3.3,37.45855556,36.54144445,0.91711111,ME02_2018,
ME,1,Pan Atlantic SMS Group,249,LV,10/7/2018,29,53,B+,0.91711111,3.3,29.45855556,52.54144445,-23.08288889,ME01_2018,
PA,8,Siena College,506,LV,10/18/2018,40,52,A,0.08860465,4,40.04430233,51.95569768,-11.91139535,PA08_2018,
FL,15,Siena College,499,LV,10/18/2018,43,43,A,0.08860465,4,43.04430233,42.95569768,0.08860465,FL15_2018,
UT,2,University of Utah,401,RV,10/17/2018,52,29,C,0,2,52,29,23,UT02_2018,
AR,2,Hendrix College,590,RV,10/18/2018,52,40,B-,1.6890244,2.7,52.8445122,39.1554878,13.6890244,AR02_2018,
WA,3,Siena College,497,LV,10/19/2018,48,41,A,0.08860465,4,48.04430233,40.95569768,7.08860465,WA03_2018,
GA,7,McLaughlin & Associates (R ),400,LV,10/14/2018,59,32,C,-7.1,2,55.45,35.55,19.9,GA07_2018,
AZ,1,American Viewpoint (R ),400,LV,10/18/2018,46,46,C,-4.3,2,43.85,48.15,-4.3,AZ01_2018,
ND,1,Strategic Research Associates,650,LV,10/19/2018,56,35,C,0,2,56,35,21,ND01_2018,
NH,2,University of New Hampshire,234,LV,10/18/2018,38,53,B,2.71688,3,39.35844,51.64156,-12.28312,NH02_2018,
NH,1,University of New Hampshire,265,LV,10/18/2018,37,46,B,2.71688,3,38.35844,44.64156,-6.28312,NH01_2018,
NY,19,Siena College,500,LV,10/16/2018,44,43,A,0.08860465,4,44.04430233,42.95569768,1.08860465,NY19_2018,
VT,1,Braun Research,495,LV,10/14/2018,18,55,B,1.0952778,3,18.5476389,54.4523611,-35.9047222,VT01_2018,
FL,27,Siena College,542,LV,10/19/2018,37,44,A,0.08860465,4,37.04430233,43.95569768,-6.91139535,FL27_2018,
FL,15,Remington Research Group (R ),1369,LV,10/18/2018,47,41,C,-4.7,2,44.65,43.35,1.3,FL15_2018,
GA,7,JMC Analytics/Bold Blue Campaings,500,LV,10/18/2018,49,43,C,1.3,2,49.65,42.35,7.3,GA07_2018,
OK,5,Vcreek/AMG (R ),974,LV,10/15/2018,51,35,C,-4.7,2,48.65,37.35,11.3,OK05_2018,
OH,12,Clarity Campaign Labs (D),639,LV,10/13/2018,48,46,C,2.5,2,49.25,44.75,4.5,OH12_2018,
ME,2,Global Strategy Group (D),400,LV,10/12/2018,42,48,C,1.6,2,42.8,47.2,-4.4,ME02_2018,
VA,2,Siena College,508,LV,10/22/2018,45,42,A,0.08860465,4,45.04430233,41.95569768,3.08860465,VA02_2018,
VA,5,Siena College,501,LV,10/22/2018,45,46,A,0.08860465,4,45.04430233,45.95569768,-0.91139535,VA05_2018,
IL,12,Siena College,502,LV,10/22/2018,48,39,A,0.08860465,4,48.04430233,38.95569768,9.08860465,IL12_2018,
CA,48,Monmouth University,372,LV,10/22/2018,50,48,A+,1.4258947,4,50.71294735,47.28705265,3.4258947,CA48_2018,
WI,1,Change Research (D),501,LV,10/5/2018,46,44,C,1.2,2,46.6,43.4,3.2,WI01_2018,
WI,1,Change Research (D),551,LV,10/21/2018,44,45,C,1.2,2,44.6,44.4,0.2,WI01_2018,
TX,21,WPA Intelligence (R ),401,LV,10/20/2018,50,38,C,-5.9,2,47.05,40.95,6.1,TX21_2018,
GA,6,JMC Analytics/Bold Blue Campaings,500,LV,10/18/2018,49,45,C,1.1,2,49.55,44.45,5.1,GA06_2018,
FL,27,McLaughlin & Associates (R ),400,RV,10/14/2018,50,41,C,-7,2,46.5,44.5,2,FL27_2018,
NM,2,Siena College,522,LV,10/23/2018,45,44,A,0.08860465,4,45.04430233,43.95569768,1.08860465,NM02_2018,
NY,22,Siena College,501,LV,10/18/2018,45,46,A,0.08860465,4,45.04430233,45.95569768,-0.91139535,NY22_2018,
OH,12,GBA Strategies (D),570,LV,10/22/2018,47,47,C,1.7,2,47.85,46.15,1.7,OH12_2018,
FL,15,Greenberg Quinlan Rosner (D),400,LV,10/18/2018,47,47,C,1.5,2,47.75,46.25,1.5,FL15_2018,
CA,45,TargetPoint (R ),365,LV,10/16/2018,50,42,C,-4.1,2,47.95,44.05,3.9,CA45_2018,
CO,6,TargetPoint (R ),385,LV,10/16/2018,43,48,C,-4.1,2,40.95,50.05,-9.1,CO06_2018,
PA,1,TargetPoint (R ),400,LV,10/16/2018,45,49,C,-4.1,2,42.95,51.05,-8.1,PA01_2018,
VA,10,TargetPoint (R ),421,LV,10/16/2018,47,47,C,-4.1,2,44.95,49.05,-4.1,VA10_2018,
VA,5,TargetPoint (R ),406,LV,10/16/2018,48,43,C,-4.1,2,45.95,45.05,0.9,VA05_2018,
TX,2,TargetPoint (R ),435,LV,10/16/2018,49,40,C,-4.1,2,46.95,42.05,4.9,TX02_2018,
OH,16,TargetPoint (R ),424,LV,10/16/2018,48,39,C,-4.1,2,45.95,41.05,4.9,OH16_2018,
NY,21,TargetPoint (R ),491,LV,10/16/2018,50,40,C,-4.1,2,47.95,42.05,5.9,NY21_2018,
WI,1,Global Strategy Group (D),400,LV,9/8/2018,45,45,C,1.6,2,45.8,44.2,1.6,WI01_2018,
FL,26,Siena College,499,LV,10/24/2018,44,45,A,0.08860465,4,44.04430233,44.95569768,-0.91139535,FL26_2018,
CA,39,Siena College,496,LV,10/23/2018,46,47,A,0.08860465,4,46.04430233,46.95569768,-0.91139535,CA39_2018,
OH,1,Siena College,492,LV,10/24/2018,50,41,A,0.08860465,4,50.04430233,40.95569768,9.08860465,OH01_2018,
CA,49,Siena College,500,LV,10/24/2018,39,53,A,0.08860465,4,39.04430233,52.95569768,-13.91139535,CA49_2018,
NJ,2,Stockton University,597,LV,10/23/2018,38,55,B+,0.31342105,3.3,38.15671053,54.84328948,-16.68657895,NJ02_2018,
NJ,3,Monmouth University,363,LV,10/22/2018,46,49,A+,1.4258947,4,46.71294735,48.28705265,-1.5741053,NJ03_2018,
SD,1,Mason-Dixon Polling & Research Inc.,500,LV,10/22/2018,54,31,B+,-0.7202799,3.3,53.63986005,31.36013995,22.2797201,SD01_2018,
VA,10,ABC News/Washington Post,430,LV,10/21/2018,43,56,A+,0.61341176,4,43.30670588,55.69329412,-12.38658824,VA10_2018,
GA,6,Thirty-Ninth Street Strategies (D),400,LV,10/22/2018,48,47,C,3.5,2,49.75,45.25,4.5,GA06_2018,
OR,2,Patinkin Research Strategies (D),400,LV,10/12/2018,49,40,C,3.7,2,50.85,38.15,12.7,OR02_2018,
