Pollster,Date,Approve,Disapprove,Gap,President,538 Grade,Mean-Reverted Bias,Grade,Adjusted Approve,Adjusted Disapprove,Adjusted Gap
YouGov, 4/29/2013,50,48,2,Obama,B,0.26403361,3,49.8679832,48.13201681,1.73596639
Quinnipiac University, 4/29/2013,48,45,3,Obama,A-,0.06815029,3.7,47.96592486,45.03407515,2.93184971
CBS News/New York Times, 4/28/2013,47,45,2,Obama,A-,0.43547945,3.7,46.78226028,45.21773973,1.56452055
Fox News/Anderson Robbins Research/Shaw & Co. Research, 4/22/2013,47,45,2,Obama,A,0.61413043,4,46.69293479,45.30706522,1.38586957
GfK Group, 4/15/2013,50,47,3,Obama,B,0.25490196,3,49.87254902,47.12745098,2.74509804
ABC News/Washington Post, 4/14/2013,47,49,-2,Obama,A+,0.61341176,4,46.69329412,49.30670588,-2.61341176
National Journal, 4/9/2013,46,49,-3,Obama,A,-0.17857143,4,46.08928572,48.91071429,-2.82142857
NBC News/Wall Street Journal, 4/8/2013,47,48,-1,Obama,A-,0.80923077,3.7,46.59538462,48.40461539,-1.80923077
CNN/Opinion Research Corp., 4/7/2013,51,47,4,Obama,B+,0.0607,3.3,50.96965,47.03035,3.9393
Quinnipiac University, 4/1/2013,49,45,4,Obama,A-,0.06815029,3.7,48.96592486,45.03407515,3.93184971
Marist College, 3/27/2013,50,46,4,Obama,A,-0.45775194,4,50.22887597,45.77112403,4.45775194
CBS News/New York Times, 3/24/2013,45,46,-1,Obama,A-,0.43547945,3.7,44.78226028,46.21773973,-1.43547945
Fox News/Anderson Robbins Research/Shaw & Co. Research, 3/19/2013,47,47,0,Obama,A,0.61413043,4,46.69293479,47.30706522,-0.61413043
CNN/Opinion Research Corp., 3/17/2013,47,50,-3,Obama,B+,0.0607,3.3,46.96965,50.03035,-3.0607
Pew Research Center, 3/17/2013,47,46,1,Obama,B-,0.62980392,2.7,46.68509804,46.31490196,0.37019608
ABC News/Washington Post, 3/10/2013,51,46,5,Obama,A+,0.61341176,4,50.69329412,46.30670588,4.38658824
Marist College, 3/7/2013,45,48,-3,Obama,A,-0.45775194,4,45.22887597,47.77112403,-2.54224806
Quinnipiac University, 3/4/2013,45,46,-1,Obama,A-,0.06815029,3.7,44.96592486,46.03407515,-1.06815029
Fox News/Anderson Robbins Research/Shaw & Co. Research, 2/27/2013,46,47,-1,Obama,A,0.61413043,4,45.69293479,47.30706522,-1.61413043
Reason-Rupe/PSRAI, 2/25/2013,51,43,8,Obama,C,0,2,51,43,8
NBC News/Wall Street Journal, 2/24/2013,50,45,5,Obama,A-,0.80923077,3.7,49.59538462,45.40461539,4.19076923
Bloomberg, 2/18/2013,55,40,15,Obama,C,0,2,55,40,15
Pew Research Center, 2/18/2013,51,41,10,Obama,B-,0.62980392,2.7,50.68509804,41.31490196,9.37019608
CBS News/New York Times, 2/10/2013,52,38,14,Obama,A-,0.43547945,3.7,51.78226028,38.21773973,13.56452055
Fox News/Anderson Robbins Research/Shaw & Co. Research, 2/6/2013,49,45,4,Obama,A,0.61413043,4,48.69293479,45.30706522,3.38586957
Quinnipiac University, 2/4/2013,46,45,1,Obama,A-,0.06815029,3.7,45.96592486,45.03407515,0.93184971
Reason-Rupe/PSRAI, 1/21/2013,52,42,10,Obama,C,0,2,52,42,10
Fox News/Anderson Robbins Research/Shaw & Co. Research, 1/17/2013,47,47,0,Obama,A,0.61413043,4,46.69293479,47.30706522,-0.61413043
CNN/Opinion Research Corp., 1/15/2013,55,43,12,Obama,B+,0.0607,3.3,54.96965,43.03035,11.9393
NBC News/Wall Street Journal, 1/15/2013,52,44,8,Obama,A-,0.80923077,3.7,51.59538462,44.40461539,7.19076923
CBS News/New York Times, 1/15/2013,51,41,10,Obama,A-,0.43547945,3.7,50.78226028,41.21773973,9.56452055
GfK Group, 1/14/2013,54,42,12,Obama,B,0.25490196,3,53.87254902,42.12745098,11.74509804
ABC News/Washington Post, 1/13/2013,53,43,10,Obama,A+,0.61341176,4,52.69329412,43.30670588,9.38658824
Pew Research Center, 1/13/2013,52,40,12,Obama,B-,0.62980392,2.7,51.68509804,40.31490196,11.37019608
CNN/Opinion Research Corp., 12/18/2012,50,45,5,Obama,B+,0.0607,3.3,49.96965,45.03035,4.9393
ABC News/Washington Post, 12/16/2012,55,42,13,Obama,A+,0.61341176,4,54.69329412,42.30670588,12.38658824
CBS News/New York Times, 12/16/2012,57,37,20,Obama,A-,0.43547945,3.7,56.78226028,37.21773973,19.56452055
Fox News/Anderson Robbins Research/Shaw & Co. Research, 12/11/2012,48,46,2,Obama,A,0.61413043,4,47.69293479,46.30706522,1.38586957
Bloomberg, 12/10/2012,53,44,9,Obama,C,0,2,53,44,9
NBC News/Wall Street Journal, 12/9/2012,53,43,10,Obama,A-,0.80923077,3.7,52.59538462,43.40461539,9.19076923
Pew Research Center, 12/9/2012,55,39,16,Obama,B-,0.62980392,2.7,54.68509804,39.31490196,15.37019608
Marist College, 12/6/2012,50,44,6,Obama,A,-0.45775194,4,50.22887597,43.77112403,6.45775194
George Washington University (Battleground), 12/6/2012,50,47,3,Obama,B,-0.97508197,3,50.48754099,46.51245902,3.97508197
GfK Group, 12/3/2012,57,41,16,Obama,B,0.25490196,3,56.87254902,41.12745098,15.74509804
Quinnipiac University, 12/3/2012,53,40,13,Obama,A-,0.06815029,3.7,52.96592486,40.03407515,12.93184971
National Journal, 12/1/2012,54,42,12,Obama,A,-0.17857143,4,54.08928572,41.91071429,12.17857143
CNN/Opinion Research Corp., 11/18/2012,52,45,7,Obama,B+,0.0607,3.3,51.96965,45.03035,6.9393
George Washington University (Battleground), 11/5/2012,49,49,0,Obama,B,-0.97508197,3,49.48754099,48.51245902,0.97508197
CNN/Opinion Research Corp., 11/4/2012,51,47,4,Obama,B+,0.0607,3.3,50.96965,47.03035,3.9393
ABC News/Washington Post, 11/4/2012,51,48,3,Obama,A+,0.61341176,4,50.69329412,48.30670588,2.38658824
NBC News/Wall Street Journal, 11/3/2012,49,49,0,Obama,A-,0.80923077,3.7,48.59538462,49.40461539,-0.80923077
George Washington University (Battleground), 11/1/2012,49,49,0,Obama,B,-0.97508197,3,49.48754099,48.51245902,0.97508197
Fox News/Anderson Robbins Research/Shaw & Co. Research, 10/30/2012,50,47,3,Obama,A,0.61413043,4,49.69293479,47.30706522,2.38586957
CBS News/New York Times, 10/28/2012,50,42,8,Obama,A-,0.43547945,3.7,49.78226028,42.21773973,7.56452055
NPR, 10/25/2012,49,49,0,Obama,B-,0.08787879,2.7,48.95606061,49.0439394,-0.08787879
George Washington University (Battleground), 10/25/2012,50,49,1,Obama,B,-0.97508197,3,50.48754099,48.51245902,1.97508197
GfK Group, 10/23/2012,49,49,0,Obama,B,0.25490196,3,48.87254902,49.12745098,-0.25490196
NBC News/Wall Street Journal, 10/20/2012,49,48,1,Obama,A-,0.80923077,3.7,48.59538462,48.40461539,0.19076923
CBS News/New York Times, 10/20/2012,49,42,7,Obama,A-,0.43547945,3.7,48.78226028,42.21773973,6.56452055
George Washington University (Battleground), 10/18/2012,49,48,1,Obama,B,-0.97508197,3,49.48754099,47.51245902,1.97508197
ABC News/Washington Post, 10/13/2012,50,48,2,Obama,A+,0.61341176,4,49.69329412,48.30670588,1.38658824
George Washington University (Battleground), 10/11/2012,50,48,2,Obama,B,-0.97508197,3,50.48754099,47.51245902,2.97508197
Fox News/Anderson Robbins Research/Shaw & Co. Research, 10/9/2012,49,48,1,Obama,A,0.61413043,4,48.69293479,48.30706522,0.38586957
George Washington University (Battleground), 10/4/2012,50,48,2,Obama,B,-0.97508197,3,50.48754099,47.51245902,2.97508197
CNN/Opinion Research Corp., 9/30/2012,50,49,1,Obama,B+,0.0607,3.3,49.96965,49.03035,0.9393
NBC News/Wall Street Journal, 9/30/2012,49,48,1,Obama,A-,0.80923077,3.7,48.59538462,48.40461539,0.19076923
NPR, 9/30/2012,50,46,4,Obama,B-,0.08787879,2.7,49.95606061,46.0439394,3.91212121
Quinnipiac University, 9/30/2012,48,49,-1,Obama,A-,0.06815029,3.7,47.96592486,49.03407515,-1.06815029
ABC News/Washington Post, 9/29/2012,49,49,0,Obama,A+,0.61341176,4,48.69329412,49.30670588,-0.61341176
George Washington University (Battleground), 9/27/2012,49,49,0,Obama,B,-0.97508197,3,49.48754099,48.51245902,0.97508197
Fox News/Anderson Robbins Research/Shaw & Co. Research, 9/26/2012,49,48,1,Obama,A,0.61413043,4,48.69293479,48.30706522,0.38586957
Bloomberg, 9/24/2012,49,46,3,Obama,C,0,2,49,46,3
George Washington University (Battleground), 9/20/2012,50,48,2,Obama,B,-0.97508197,3,50.48754099,47.51245902,2.97508197
National Journal, 9/19/2012,49,45,4,Obama,A,-0.17857143,4,49.08928572,44.91071429,4.17857143
GfK Group, 9/17/2012,52,47,5,Obama,B,0.25490196,3,51.87254902,47.12745098,4.74509804
Reason-Rupe/PSRAI, 9/17/2012,51,46,5,Obama,C,0,2,51,46,5
NBC News/Wall Street Journal, 9/16/2012,50,48,2,Obama,A-,0.80923077,3.7,49.59538462,48.40461539,1.19076923
Fox News/Anderson Robbins Research/Shaw & Co. Research, 9/11/2012,50,47,3,Obama,A,0.61413043,4,49.69293479,47.30706522,2.38586957
CBS News/New York Times, 9/12/2012,49,46,3,Obama,A-,0.43547945,3.7,48.78226028,46.21773973,2.56452055
Ipsos, 9/10/2012,50,46,4,Obama,B+,0.5955,3.3,49.70225,46.29775,3.4045
ABC News/Washington Post, 9/9/2012,48,50,-2,Obama,A+,0.61341176,4,47.69329412,50.30670588,-2.61341176
CNN/Opinion Research Corp., 9/9/2012,51,46,5,Obama,B+,0.0607,3.3,50.96965,46.03035,4.9393
CNN/Opinion Research Corp., 9/3/2012,50,46,4,Obama,B+,0.0607,3.3,49.96965,46.03035,3.9393
ABC News/Washington Post, 8/25/2012,47,50,-3,Obama,A+,0.61341176,4,46.69329412,50.30670588,-3.61341176
CNN/Opinion Research Corp., 8/23/2012,50,47,3,Obama,B+,0.0607,3.3,49.96965,47.03035,2.9393
Fox News/Anderson Robbins Research/Shaw & Co. Research, 8/21/2012,46,48,-2,Obama,A,0.61413043,4,45.69293479,48.30706522,-2.61413043
GfK Group, 8/20/2012,49,49,0,Obama,B,0.25490196,3,48.87254902,49.12745098,-0.25490196
NBC News/Wall Street Journal, 8/20/2012,48,49,-1,Obama,A-,0.80923077,3.7,47.59538462,49.40461539,-1.80923077
Los Angeles Times, 8/19/2012,48,47,1,Obama,A-,-0.42716981,3.7,48.21358491,46.7864151,1.42716981
CNN/Opinion Research Corp., 8/8/2012,49,48,1,Obama,B+,0.0607,3.3,48.96965,48.03035,0.9393
George Washington University (Battleground), 8/9/2012,49,50,-1,Obama,B,-0.97508197,3,49.48754099,49.51245902,-0.02491803
Fox News/Anderson Robbins Research/Shaw & Co. Research, 8/7/2012,49,46,3,Obama,A,0.61413043,4,48.69293479,46.30706522,2.38586957
Ipsos, 8/6/2012,49,48,1,Obama,B+,0.5955,3.3,48.70225,48.29775,0.4045
NBC News/Wall Street Journal, 7/22/2012,49,48,1,Obama,A-,0.80923077,3.7,48.59538462,48.40461539,0.19076923
Fox News/Anderson Robbins Research/Shaw & Co. Research, 7/17/2012,47,49,-2,Obama,A,0.61413043,4,46.69293479,49.30706522,-2.61413043
CBS News/New York Times, 7/16/2012,44,46,-2,Obama,A-,0.43547945,3.7,43.78226028,46.21773973,-2.43547945
NPR, 7/12/2012,49,46,3,Obama,B-,0.08787879,2.7,48.95606061,46.0439394,2.91212121
Marist College, 7/11/2012,47,47,0,Obama,A,-0.45775194,4,47.22887597,46.77112403,0.45775194
Ipsos, 7/9/2012,48,47,1,Obama,B+,0.5955,3.3,47.70225,47.29775,0.4045
ABC News/Washington Post, 7/8/2012,47,49,-2,Obama,A+,0.61341176,4,46.69329412,49.30670588,-2.61341176
Quinnipiac University, 7/8/2012,45,49,-4,Obama,A-,0.06815029,3.7,44.96592486,49.03407515,-4.06815029
Pew Research Center, 7/9/2012,50,43,7,Obama,B-,0.62980392,2.7,49.68509804,43.31490196,6.37019608
CNN/Opinion Research Corp., 7/1/2012,50,49,1,Obama,B+,0.0607,3.3,49.96965,49.03035,0.9393
Newsweek/Daily Beast, 6/28/2012,45,54,-9,Obama,C,0,2,45,54,-9
Fox News/Anderson Robbins Research/Shaw & Co. Research, 6/26/2012,48,43,5,Obama,A,0.61413043,4,47.69293479,43.30706522,4.38586957
NBC News/Wall Street Journal, 6/24/2012,47,48,-1,Obama,A-,0.80923077,3.7,46.59538462,48.40461539,-1.80923077
Bloomberg, 6/18/2012,53,44,9,Obama,C,0,2,53,44,9
GfK Group, 6/18/2012,49,48,1,Obama,B,0.25490196,3,48.87254902,48.12745098,0.74509804
Pew Research Center, 6/17/2012,47,45,2,Obama,B-,0.62980392,2.7,46.68509804,45.31490196,1.37019608
Ipsos, 6/11/2012,47,50,-3,Obama,B+,0.5955,3.3,46.70225,50.29775,-3.5955
Fox News/Anderson Robbins Research/Shaw & Co. Research, 6/5/2012,49,45,4,Obama,A,0.61413043,4,48.69293479,45.30706522,3.38586957
CNN/Opinion Research Corp., 5/31/2012,49,50,-1,Obama,B+,0.0607,3.3,48.96965,50.03035,-1.0607
National Journal, 5/23/2012,47,48,-1,Obama,A,-0.17857143,4,47.08928572,47.91071429,-0.82142857
ABC News/Washington Post, 5/20/2012,47,49,-2,Obama,A+,0.61341176,4,46.69329412,49.30670588,-2.61341176
NBC News/Wall Street Journal, 5/20/2012,48,46,2,Obama,A-,0.80923077,3.7,47.59538462,46.40461539,1.19076923
Pew Research Center, 6/3/2012,46,42,4,Obama,B-,0.62980392,2.7,45.68509804,42.31490196,3.37019608
Fox News/Anderson Robbins Research/Shaw & Co. Research, 5/15/2012,49,47,2,Obama,A,0.61413043,4,48.69293479,47.30706522,1.38586957
Ipsos, 5/7/2012,50,47,3,Obama,B+,0.5955,3.3,49.70225,47.29775,2.4045
GfK Group, 5/7/2012,53,46,7,Obama,B,0.25490196,3,52.87254902,46.12745098,6.74509804
George Washington University (Battleground), 5/3/2012,48,48,0,Obama,B,-0.97508197,3,48.48754099,47.51245902,0.97508197
Fox News/Anderson Robbins Research/Shaw & Co. Research, 4/24/2012,45,51,-6,Obama,A,0.61413043,4,44.69293479,51.30706522,-6.61413043
NBC News/Wall Street Journal, 4/17/2012,49,46,3,Obama,A-,0.80923077,3.7,48.59538462,46.40461539,2.19076923
CBS News/New York Times, 4/17/2012,48,42,6,Obama,A-,0.43547945,3.7,47.78226028,42.21773973,5.56452055
Quinnipiac University, 4/17/2012,47,48,-1,Obama,A-,0.06815029,3.7,46.96592486,48.03407515,-1.06815029
Ipsos, 4/15/2012,49,49,0,Obama,B+,0.5955,3.3,48.70225,49.29775,-0.5955
CNN/Opinion Research Corp., 4/15/2012,49,48,1,Obama,B+,0.0607,3.3,48.96965,48.03035,0.9393
Pew Research Center, 4/15/2012,46,45,1,Obama,B-,0.62980392,2.7,45.68509804,45.31490196,0.37019608
Fox News/Anderson Robbins Research/Shaw & Co. Research, 4/11/2012,42,51,-9,Obama,A,0.61413043,4,41.69293479,51.30706522,-9.61413043
ABC News/Washington Post, 4/8/2012,50,45,5,Obama,A+,0.61341176,4,49.69329412,45.30670588,4.38658824
CNN/Opinion Research Corp., 3/25/2012,51,45,6,Obama,B+,0.0607,3.3,50.96965,45.03035,5.9393
Marist College, 3/22/2012,48,47,1,Obama,A,-0.45775194,4,48.22887597,46.77112403,1.45775194
Reason-Rupe, 3/20/2012,48,46,2,Obama,C,0,2,48,46,2
Fox News/Anderson Robbins Research/Shaw & Co. Research, 3/12/2012,47,45,2,Obama,A,0.61413043,4,46.69293479,45.30706522,1.38586957
Bloomberg, 3/11/2012,48,47,1,Obama,C,0,2,48,47,1
Ipsos, 3/11/2012,50,48,2,Obama,B+,0.5955,3.3,49.70225,48.29775,1.4045
CBS News/New York Times, 3/11/2012,41,47,-6,Obama,A-,0.43547945,3.7,40.78226028,47.21773973,-6.43547945
Pew Research Center, 3/11/2012,50,41,9,Obama,B-,0.62980392,2.7,49.68509804,41.31490196,8.37019608
ABC News/Washington Post, 3/10/2012,46,50,-4,Obama,A+,0.61341176,4,45.69329412,50.30670588,-4.61341176
National Journal, 3/6/2012,51,45,6,Obama,A,-0.17857143,4,51.08928572,44.91071429,6.17857143
NBC News/Wall Street Journal, 3/3/2012,50,45,5,Obama,A-,0.80923077,3.7,49.59538462,45.40461539,4.19076923
George Washington University (Battleground), 2/22/2012,53,45,8,Obama,B,-0.97508197,3,53.48754099,44.51245902,8.97508197
GfK Group, 2/20/2012,49,49,0,Obama,B,0.25490196,3,48.87254902,49.12745098,-0.25490196
Quinnipiac University, 2/20/2012,45,49,-4,Obama,A-,0.06815029,3.7,44.96592486,49.03407515,-4.06815029
CNN/Opinion Research Corp., 2/13/2012,50,48,2,Obama,B+,0.0607,3.3,49.96965,48.03035,1.9393
CBS News/New York Times, 2/13/2012,50,43,7,Obama,A-,0.43547945,3.7,49.78226028,43.21773973,6.56452055
Pew Research Center, 2/12/2012,47,43,4,Obama,B-,0.62980392,2.7,46.68509804,43.31490196,3.37019608
Fox News/Anderson Robbins Research/Shaw & Co. Research, 2/9/2012,48,45,3,Obama,A,0.61413043,4,47.69293479,45.30706522,2.38586957
Ipsos, 2/6/2012,48,49,-1,Obama,B+,0.5955,3.3,47.70225,49.29775,-1.5955
ABC News/Washington Post, 2/4/2012,50,46,4,Obama,A+,0.61341176,4,49.69329412,46.30670588,3.38658824
NBC News/Wall Street Journal, 1/24/2012,48,46,2,Obama,A-,0.80923077,3.7,47.59538462,46.40461539,1.19076923
CBS News/New York Times, 1/17/2012,47,45,2,Obama,A-,0.43547945,3.7,46.78226028,45.21773973,1.56452055
Pew Research Center, 1/16/2012,44,48,-4,Obama,B-,0.62980392,2.7,43.68509804,48.31490196,-4.62980392
ABC News/Washington Post, 1/15/2012,48,48,0,Obama,A+,0.61341176,4,47.69329412,48.30670588,-0.61341176
Fox News/Anderson Robbins Research/Shaw & Co. Research, 1/14/2012,45,47,-2,Obama,A,0.61413043,4,44.69293479,47.30706522,-2.61413043
CNN/Opinion Research Corp., 1/12/2012,47,51,-4,Obama,B+,0.0607,3.3,46.96965,51.03035,-4.0607
Ipsos, 1/9/2012,47,49,-2,Obama,B+,0.5955,3.3,46.70225,49.29775,-2.5955
CBS News/New York Times, 1/8/2012,45,47,-2,Obama,A-,0.43547945,3.7,44.78226028,47.21773973,-2.43547945
CNN/Opinion Research Corp., 12/18/2011,49,48,1,Obama,B+,0.0607,3.3,48.96965,48.03035,0.9393
ABC News/Washington Post, 12/18/2011,49,47,2,Obama,A+,0.61341176,4,48.69329412,47.30670588,1.38658824
CBS News/New York Times, 12/18/2011,47,44,3,Obama,A-,0.43547945,3.7,46.78226028,44.21773973,2.56452055
GfK Group, 12/12/2011,44,54,-10,Obama,B,0.25490196,3,43.87254902,54.12745098,-10.25490196
Ipsos, 12/12/2011,47,48,-1,Obama,B+,0.5955,3.3,46.70225,48.29775,-1.5955
NBC News/Wall Street Journal, 12/11/2011,46,48,-2,Obama,A-,0.80923077,3.7,45.59538462,48.40461539,-2.80923077
Pew Research Center, 12/11/2011,46,43,3,Obama,B-,0.62980392,2.7,45.68509804,43.31490196,2.37019608
CBS News/New York Times, 12/7/2011,44,46,-2,Obama,A-,0.43547945,3.7,43.78226028,46.21773973,-2.43547945
Fox News/Anderson Robbins Research/Shaw & Co. Research, 12/7/2011,44,51,-7,Obama,A,0.61413043,4,43.69293479,51.30706522,-7.61413043
National Journal/FD, 12/4/2011,44,49,-5,Obama,C,0,2,44,49,-5
CNN/Opinion Research Corp., 11/20/2011,44,54,-10,Obama,B+,0.0607,3.3,43.96965,54.03035,-10.0607
Quinnipiac University, 11/20/2011,44,50,-6,Obama,A-,0.06815029,3.7,43.96592486,50.03407515,-6.06815029
Fox News/Anderson Robbins Research/Shaw & Co. Research, 11/15/2011,42,48,-6,Obama,A,0.61413043,4,41.69293479,48.30706522,-6.61413043
CNN/Opinion Research Corp., 11/13/2011,46,52,-6,Obama,B+,0.0607,3.3,45.96965,52.03035,-6.0607
Pew Research Center, 11/14/2011,46,46,0,Obama,B-,0.62980392,2.7,45.68509804,46.31490196,-0.62980392
Marist College, 11/10/2011,43,50,-7,Obama,A,-0.45775194,4,43.22887597,49.77112403,-6.54224806
CBS News/New York Times, 11/10/2011,43,47,-4,Obama,A-,0.43547945,3.7,42.78226028,47.21773973,-4.43547945
George Washington University (Battleground), 11/9/2011,44,51,-7,Obama,B,-0.97508197,3,44.48754099,50.51245902,-6.02491803
NBC News/Wall Street Journal, 11/5/2011,44,51,-7,Obama,A-,0.80923077,3.7,43.59538462,51.40461539,-7.80923077
ABC News/Washington Post, 11/3/2011,44,53,-9,Obama,A+,0.61341176,4,43.69329412,53.30670588,-9.61341176
Ipsos, 11/3/2011,49,50,-1,Obama,B+,0.5955,3.3,48.70225,50.29775,-1.5955
Quinnipiac University, 10/31/2011,47,49,-2,Obama,A-,0.06815029,3.7,46.96592486,49.03407515,-2.06815029
Fox News/Anderson Robbins Research/Shaw & Co. Research, 10/25/2011,43,50,-7,Obama,A,0.61413043,4,42.69293479,50.30706522,-7.61413043
CBS News/New York Times, 10/24/2011,46,46,0,Obama,A-,0.43547945,3.7,45.78226028,46.21773973,-0.43547945
CNN/Opinion Research Corp., 10/16/2011,46,50,-4,Obama,B+,0.0607,3.3,45.96965,50.03035,-4.0607
GfK Group, 10/17/2011,46,52,-6,Obama,B,0.25490196,3,45.87254902,52.12745098,-6.25490196
Time, 10/10/2011,44,50,-6,Obama,C,0,2,44,50,-6
NBC News/Wall Street Journal, 10/10/2011,44,51,-7,Obama,A-,0.80923077,3.7,43.59538462,51.40461539,-7.80923077
Ipsos, 10/10/2011,47,50,-3,Obama,B+,0.5955,3.3,46.70225,50.29775,-3.5955
ABC News/Washington Post, 10/2/2011,42,54,-12,Obama,A+,0.61341176,4,41.69329412,54.30670588,-12.61341176
National Journal/FD, 10/2/2011,44,50,-6,Obama,C,0,2,44,50,-6
CBS News/New York Times, 10/2/2011,44,44,0,Obama,A-,0.43547945,3.7,43.78226028,44.21773973,-0.43547945
Quinnipiac University, 10/3/2011,41,55,-14,Obama,A-,0.06815029,3.7,40.96592486,55.03407515,-14.06815029
Pew Research Center, 10/4/2011,43,48,-5,Obama,B-,0.62980392,2.7,42.68509804,48.31490196,-5.62980392
Fox News/Anderson Robbins Research/Shaw & Co. Research, 9/27/2011,43,51,-8,Obama,A,0.61413043,4,42.69293479,51.30706522,-8.61413043
CNN/Opinion Research Corp., 9/25/2011,45,52,-7,Obama,B+,0.0607,3.3,44.96965,52.03035,-7.0607
Marist College, 9/14/2011,39,52,-13,Obama,A,-0.45775194,4,39.22887597,51.77112403,-12.54224806
CBS News/New York Times, 9/15/2011,43,50,-7,Obama,A-,0.43547945,3.7,42.78226028,50.21773973,-7.43547945
Bloomberg, 9/12/2011,45,49,-4,Obama,C,0,2,45,49,-4
CNN/Opinion Research Corp., 9/11/2011,43,55,-12,Obama,B+,0.0607,3.3,42.96965,55.03035,-12.0607
Ipsos, 9/12/2011,47,48,-1,Obama,B+,0.5955,3.3,46.70225,48.29775,-1.5955
ABC News/Washington Post, 9/1/2011,43,53,-10,Obama,A+,0.61341176,4,42.69329412,53.30670588,-10.61341176
George Washington University (Battleground), 9/1/2011,45,50,-5,Obama,B,-0.97508197,3,45.48754099,49.51245902,-4.02491803
Fox News/Anderson Robbins Research/Shaw & Co. Research, 8/31/2011,44,47,-3,Obama,A,0.61413043,4,43.69293479,47.30706522,-3.61413043
NBC News/Wall Street Journal, 8/31/2011,44,51,-7,Obama,A-,0.80923077,3.7,43.59538462,51.40461539,-7.80923077
Quinnipiac University, 8/27/2011,42,52,-10,Obama,A-,0.06815029,3.7,41.96592486,52.03407515,-10.06815029
CNN/Opinion Research Corp., 8/25/2011,45,54,-9,Obama,B+,0.0607,3.3,44.96965,54.03035,-9.0607
GfK Group, 8/22/2011,46,52,-6,Obama,B,0.25490196,3,45.87254902,52.12745098,-6.25490196
Pew Research Center, 8/21/2011,43,49,-6,Obama,B-,0.62980392,2.7,42.68509804,49.31490196,-6.62980392
ABC News/Washington Post, 8/9/2011,44,46,-2,Obama,A+,0.61341176,4,43.69329412,46.30670588,-2.61341176
Fox News/Anderson Robbins Research/Shaw & Co. Research, 8/9/2011,42,48,-6,Obama,A,0.61413043,4,41.69293479,48.30706522,-6.61413043
Ipsos, 8/8/2011,45,52,-7,Obama,B+,0.5955,3.3,44.70225,52.29775,-7.5955
CNN/Opinion Research Corp., 8/7/2011,44,54,-10,Obama,B+,0.0607,3.3,43.96965,54.03035,-10.0607
Marist College, 8/4/2011,44,46,-2,Obama,A,-0.45775194,4,44.22887597,45.77112403,-1.54224806
CNN/Opinion Research Corp., 8/1/2011,45,52,-7,Obama,B+,0.0607,3.3,44.96965,52.03035,-7.0607
Pew Research Center, 7/24/2011,44,48,-4,Obama,B-,0.62980392,2.7,43.68509804,48.31490196,-4.62980392
CNN/Opinion Research Corp., 7/20/2011,45,54,-9,Obama,B+,0.0607,3.3,44.96965,54.03035,-9.0607
Fox News/Anderson Robbins Research/Shaw & Co. Research, 7/19/2011,45,46,-1,Obama,A,0.61413043,4,44.69293479,46.30706522,-1.61413043
Gallup, 7/17/2011,45,50,-5,Obama,B,-0.90473684,3,45.45236842,49.54763158,-4.09526316
NBC News/Wall Street Journal, 7/17/2011,47,48,-1,Obama,A-,0.80923077,3.7,46.59538462,48.40461539,-1.80923077
ABC News/Washington Post, 7/17/2011,47,48,-1,Obama,A+,0.61341176,4,46.69329412,48.30670588,-1.61341176
Ipsos, 7/11/2011,49,46,3,Obama,B+,0.5955,3.3,48.70225,46.29775,2.4045
Quinnipiac University, 7/11/2011,47,46,1,Obama,A-,0.06815029,3.7,46.96592486,46.03407515,0.93184971
Fox News/Anderson Robbins Research/Shaw & Co. Research, 6/28/2011,46,46,0,Obama,A,0.61413043,4,45.69293479,46.30706522,-0.61413043
CBS News/New York Times, 6/28/2011,47,44,3,Obama,A-,0.43547945,3.7,46.78226028,44.21773973,2.56452055
Marist College, 6/23/2011,45,47,-2,Obama,A,-0.45775194,4,45.22887597,46.77112403,-1.54224806
Time, 6/21/2011,48,46,2,Obama,C,0,2,48,46,2
Bloomberg, 6/20/2011,49,44,5,Obama,C,0,2,49,44,5
GfK Group, 6/20/2011,52,47,5,Obama,B,0.25490196,3,51.87254902,47.12745098,4.74509804
Pew Research Center, 6/19/2011,46,45,1,Obama,B-,0.62980392,2.7,45.68509804,45.31490196,0.37019608
NBC News/Wall Street Journal, 6/13/2011,49,46,3,Obama,A-,0.80923077,3.7,48.59538462,46.40461539,2.19076923
Fox News/Anderson Robbins Research/Shaw & Co. Research, 6/7/2011,48,43,5,Obama,A,0.61413043,4,47.69293479,43.30706522,4.38586957
CBS News/New York Times, 6/7/2011,48,43,5,Obama,A-,0.43547945,3.7,47.78226028,43.21773973,4.56452055
CNN/Opinion Research Corp., 6/7/2011,48,48,0,Obama,B+,0.0607,3.3,47.96965,48.03035,-0.0607
Ipsos, 6/6/2011,50,46,4,Obama,B+,0.5955,3.3,49.70225,46.29775,3.4045
Quinnipiac University, 6/6/2011,47,46,1,Obama,A-,0.06815029,3.7,46.96592486,46.03407515,0.93184971
ABC News/Washington Post, 6/5/2011,47,49,-2,Obama,A+,0.61341176,4,46.69329412,49.30670588,-2.61341176
Pew Research Center, 5/30/2011,52,39,13,Obama,B-,0.62980392,2.7,51.68509804,39.31490196,12.37019608
CNN/Opinion Research Corp., 5/26/2011,54,45,9,Obama,B+,0.0607,3.3,53.96965,45.03035,8.9393
National Journal/FD, 5/22/2011,51,41,10,Obama,C,0,2,51,41,10
