1,STATE ABBREVIATION,STATE,D,FEC ID#,(I),CANDIDATE NAME (First),CANDIDATE NAME (Last),CANDIDATE NAME,TOTAL VOTES,PARTY,PRIMARY VOTES,PRIMARY %,RUNOFF VOTES,RUNOFF %,GENERAL VOTES ,GENERAL %,GE RUNOFF ELECTION VOTES (LA),GE RUNOFF ELECTION % (LA),"COMBINED GE PARTY TOTALS (CT, NY, SC)","COMBINED % (CT, NY, SC)",GE WINNER INDICATOR,FOOTNOTES
3678,TX,Texas,30,n/a,,,,,District Votes:,,78373,,,,218826,,,,,,,
3679,TX,Texas,30,n/a,,,,,,,,,,,,,,,,,,
3680,TX,Texas,31,H2TX31044,(I),John ,Carter,Carter; John ,,R,62817,71.28%,,,166060,58.35%,,,,,W,
3681,TX,Texas,31,H6TX31052,,Mike ,Sweeney,Sweeney; Mike ,,R,25306,28.72%,,,,,,,,,,
3682,TX,Texas,31,n/a,,,,,Party Votes:,R,88123,,,,,,,,,,,
3683,TX,Texas,31,H6TX31045,,Mike ,Clark,Clark; Mike ,,D,28002,100.00%,,,103852,36.49%,,,,,,
3684,TX,Texas,31,n/a,,,,,Party Votes:,D,28002,,,,,,,,,,,
3685,TX,Texas,31,H2TX11095,,Scott J.,Ballard,Ballard; Scott J.,,LIB,*,,,,14676,5.16%,,,,,,"* The Green and Libertarian Parties nominated by convention. The convention dates were March 12, 2016, for single county U.S. House Districts 2, 3, 7, 16, 18, 20, 29 and 30; and March 19, 2016 for multi-county U.S. House Districts 1, 4-6, 8-15, 17, 19, 21-28, 31-36.  Convention nominees are noted with an asterisk."
3686,TX,Texas,31,n/a,,,,,District Votes:,,116125,,,,284588,,,,,,,
3687,TX,Texas,31,n/a,,,,,,,,,,,,,,,,,,
3688,TX,Texas,32,H2TX03126 ,(I),Pete,Sessions,Sessions; Pete,,R,49813,61.42%,,,162868,71.07%,,,,,W,
3689,TX,Texas,32,H6TX32050 ,,Russ,Ramsland,Ramsland; Russ,,R,19203,23.68%,,,,,,,,,,
3690,TX,Texas,32,H6TX32043,,Paul ,Brown,Brown; Paul ,,R,9488,11.70%,,,,,,,,,,
3691,TX,Texas,32,H6TX32084,,Cherie Myint,Roughneen,Roughneen; Cherie Myint,,R,2601,3.21%,,,,,,,,,,
3692,TX,Texas,32,n/a,,,,,Party Votes:,R,81105,,,,,,,,,,,
3693,TX,Texas,32,H2TX30103,,Ed,Rankin,Rankin; Ed,,LIB,*,,,,43490,18.98%,,,,,,"* The Green and Libertarian Parties nominated by convention. The convention dates were March 12, 2016, for single county U.S. House Districts 2, 3, 7, 16, 18, 20, 29 and 30; and March 19, 2016 for multi-county U.S. House Districts 1, 4-6, 8-15, 17, 19, 21-28, 31-36.  Convention nominees are noted with an asterisk."
3694,TX,Texas,32,H6TX32092,,Gary,Stuard,Stuard; Gary,,GRE,*,,,,22813,9.95%,,,,,,"* The Green and Libertarian Parties nominated by convention. The convention dates were March 12, 2016, for single county U.S. House Districts 2, 3, 7, 16, 18, 20, 29 and 30; and March 19, 2016 for multi-county U.S. House Districts 1, 4-6, 8-15, 17, 19, 21-28, 31-36.  Convention nominees are noted with an asterisk."
3695,TX,Texas,32,n/a,,,,,District Votes:,,81105,,,,229171,,,,,,,
3696,TX,Texas,32,n/a,,,,,,,,,,,,,,,,,,
3697,TX,Texas,33,H2TX33073 ,(I),Marc ,Veasey,Veasey; Marc ,,D,20526,63.41%,,,93147,73.71%,,,,,W,
3698,TX,Texas,33,H6TX33025 ,,Carlos ,Quintanilla,Quintanilla; Carlos ,,D,11846,36.59%,,,,,,,,,,
3699,TX,Texas,33,n/a,,,,,Party Votes:,D,32372,,,,,,,,,,,
3700,TX,Texas,33,H2TX33099,,M. Mark ,Mitchell,Mitchell; M. Mark ,,R,6411,52.37%,,,33222,26.29%,,,,,,
3701,TX,Texas,33,H6TX33017 ,,Bruce,Chadwick,Chadwick; Bruce,,R,5831,47.63%,,,,,,,,,,
3702,TX,Texas,33,n/a,,,,,Party Votes:,R,12242,,,,,,,,,,,
3703,TX,Texas,33,n/a,,,,,District Votes:,,44614,,,,126369,,,,,,,
3704,TX,Texas,33,n/a,,,,,,,,,,,,,,,,,,
3705,TX,Texas,34,H2TX27190 ,(I),Filemon B.,Vela,Vela; Filemon B.,,D,41414,100.00%,,,104638,62.67%,,,,,W,
3706,TX,Texas,34,n/a,,,,,Party Votes:,D,41414,,,,,,,,,,,
3707,TX,Texas,34,H6TX34023 ,,Rey Jr.,Gonzalez,Gonzalez; Rey; Jr.,,R,12532,50.56%,,,62323,37.33%,,,,,,
3708,TX,Texas,34,H4TX27030,,"William ""Willie""",Vaden,"Vaden; William ""Willie""",,R,12253,49.44%,,,,,,,,,,
3709,TX,Texas,34,n/a,,,,,Party Votes:,R,24785,,,,,,,,,,,
3710,TX,Texas,34,n/a,,,,,District Votes:,,66199,,,,166961,,,,,,,
3711,TX,Texas,34,n/a,,,,,,,,,,,,,,,,,,
3712,TX,Texas,35,H4TX10028 ,(I),Lloyd,Doggett,Doggett; Lloyd,,D,41189,100.00%,,,124612,63.07%,,,,,W,
3713,TX,Texas,35,n/a,,,,,Party Votes:,D,41189,,,,,,,,,,,
3714,TX,Texas,35,H2TX35029 ,,Susan,Narvaiz,Narvaiz; Susan,,R,22549,100.00%,,,62384,31.57%,,,,,,
3715,TX,Texas,35,n/a,,,,,Party Votes:,R,22549,,,,,,,,,,,
3716,TX,Texas,35,H0TX20090,,Rhett Rosenquest,Smith,Smith; Rhett Rosenquest,,LIB,*,,,,6504,3.29%,,,,,,"* The Green and Libertarian Parties nominated by convention. The convention dates were March 12, 2016, for single county U.S. House Districts 2, 3, 7, 16, 18, 20, 29 and 30; and March 19, 2016 for multi-county U.S. House Districts 1, 4-6, 8-15, 17, 19, 21-28, 31-36.  Convention nominees are noted with an asterisk."
3717,TX,Texas,35,H6TX35012,,Scott,Trimble,Trimble; Scott,,GRE,*,,,,4076,2.06%,,,,,,"* The Green and Libertarian Parties nominated by convention. The convention dates were March 12, 2016, for single county U.S. House Districts 2, 3, 7, 16, 18, 20, 29 and 30; and March 19, 2016 for multi-county U.S. House Districts 1, 4-6, 8-15, 17, 19, 21-28, 31-36.  Convention nominees are noted with an asterisk."
3718,TX,Texas,35,n/a,,,,,District Votes:,,63738,,,,197576,,,,,,,
3719,TX,Texas,35,n/a,,,,,,,,,,,,,,,,,,
3720,TX,Texas,36,H6TX02079 ,(I),Brian ,Babin,Babin; Brian ,,R,80649,100.00%,,,193675,88.61%,,,,,W,
3721,TX,Texas,36,n/a,,,,,Party Votes:,R,80649,,,,,,,,,,,
3722,TX,Texas,36,H4TX08055,,Hal J. Jr.,Ridley,Ridley; Hal J.; Jr.,,GRE,*,,,,24890,11.39%,,,,,,"* The Green and Libertarian Parties nominated by convention. The convention dates were March 12, 2016, for single county U.S. House Districts 2, 3, 7, 16, 18, 20, 29 and 30; and March 19, 2016 for multi-county U.S. House Districts 1, 4-6, 8-15, 17, 19, 21-28, 31-36.  Convention nominees are noted with an asterisk."
3723,TX,Texas,36,n/a,,,,,District Votes:,,80649,,,,218565,,,,,,,
3724,TX,Texas,36,n/a,,,,,,,,,,,,,,,,,,
3725,TX,Texas,36,n/a,,,,,,,,,,,,,,,,,,
3726,TX,Texas,H,n/a,,,,,Total State Votes:,,3374280,,76930,,8528526,,,,,,,
3727,,,,n/a,,,,,,,,,,,,,,,,,,
3728,UT,Utah,,n/a,,,,,,,,,,,,,,,,,,
3729,UT,Utah,1,H2UT01094,(I),Rob,Bishop,Bishop; Rob,,R,*,,,,182928,65.93%,,,,,W,"*  Conventions are held by the political parties prior to the primary election.  If one candidate achieves the required convention vote (in accordance with party rules) and there are no candidates that qualified for a primary election by gathering petition signatures, then the candidate is the nominee and the primary election is not held.  If a convention candidate does not achieve the required convention vote, then the top two convention vote-getters will participate in the primary election, along with any candidates that qualified by the signature-gathering method.  For the Democratic and Republican parties, the required convention vote for nomination was 60%.  The Constitution Party convention was held on April 9, 2016; the Democratic, Republican, Independent American and Libertarian conventions were held on April 23, 2016.  Convention nominees are noted with an asterisk."
3730,UT,Utah,1,H4UT01116,,David Yu-Lin,Chiu,Chiu; David Yu-Lin,,R,,,,,,,,,,,,"*  Conventions are held by the political parties prior to the primary election.  If one candidate achieves the required convention vote (in accordance with party rules) and there are no candidates that qualified for a primary election by gathering petition signatures, then the candidate is the nominee and the primary election is not held.  If a convention candidate does not achieve the required convention vote, then the top two convention vote-getters will participate in the primary election, along with any candidates that qualified by the signature-gathering method.  For the Democratic and Republican parties, the required convention vote for nomination was 60%.  The Constitution Party convention was held on April 9, 2016; the Democratic, Republican, Independent American and Libertarian conventions were held on April 23, 2016.  Convention nominees are noted with an asterisk."
3731,UT,Utah,1,H6UT01137 ,,Peter C.,Clemens,Clemens; Peter C.,,D,*,,,,73381,26.45%,,,,,,"*  Conventions are held by the political parties prior to the primary election.  If one candidate achieves the required convention vote (in accordance with party rules) and there are no candidates that qualified for a primary election by gathering petition signatures, then the candidate is the nominee and the primary election is not held.  If a convention candidate does not achieve the required convention vote, then the top two convention vote-getters will participate in the primary election, along with any candidates that qualified by the signature-gathering method.  For the Democratic and Republican parties, the required convention vote for nomination was 60%.  The Constitution Party convention was held on April 9, 2016; the Democratic, Republican, Independent American and Libertarian conventions were held on April 23, 2016.  Convention nominees are noted with an asterisk."
3732,UT,Utah,1,H4UT01108,,Craig,Bowden,Bowden; Craig,,LIB,*,,,,16296,5.87%,,,,,,"*  Conventions are held by the political parties prior to the primary election.  If one candidate achieves the required convention vote (in accordance with party rules) and there are no candidates that qualified for a primary election by gathering petition signatures, then the candidate is the nominee and the primary election is not held.  If a convention candidate does not achieve the required convention vote, then the top two convention vote-getters will participate in the primary election, along with any candidates that qualified by the signature-gathering method.  For the Democratic and Republican parties, the required convention vote for nomination was 60%.  The Constitution Party convention was held on April 9, 2016; the Democratic, Republican, Independent American and Libertarian conventions were held on April 23, 2016.  Convention nominees are noted with an asterisk."
3733,UT,Utah,1,H6UT01145,,Chadwick H. III,Fairbanks,Fairbanks; Chadwick H.; III,,UN,,,,,4850,1.75%,,,,,,
3734,UT,Utah,1,n/a,,,,,District Votes:,,,,,,277455,,,,,,,
3735,UT,Utah,1,n/a,,,,,,,,,,,,,,,,,,
3736,UT,Utah,2,H2UT02324,(I),Chris,Stewart,Stewart; Chris,,R,*,,,,170542,61.60%,,,,,W,"*  Conventions are held by the political parties prior to the primary election.  If one candidate achieves the required convention vote (in accordance with party rules) and there are no candidates that qualified for a primary election by gathering petition signatures, then the candidate is the nominee and the primary election is not held.  If a convention candidate does not achieve the required convention vote, then the top two convention vote-getters will participate in the primary election, along with any candidates that qualified by the signature-gathering method.  For the Democratic and Republican parties, the required convention vote for nomination was 60%.  The Constitution Party convention was held on April 9, 2016; the Democratic, Republican, Independent American and Libertarian conventions were held on April 23, 2016.  Convention nominees are noted with an asterisk."
3737,UT,Utah,2,H6UT02390 ,,Charlene,Albarran,Albarran; Charlene,,D,*,,,,93780,33.88%,,,,,,"*  Conventions are held by the political parties prior to the primary election.  If one candidate achieves the required convention vote (in accordance with party rules) and there are no candidates that qualified for a primary election by gathering petition signatures, then the candidate is the nominee and the primary election is not held.  If a convention candidate does not achieve the required convention vote, then the top two convention vote-getters will participate in the primary election, along with any candidates that qualified by the signature-gathering method.  For the Democratic and Republican parties, the required convention vote for nomination was 60%.  The Constitution Party convention was held on April 9, 2016; the Democratic, Republican, Independent American and Libertarian conventions were held on April 23, 2016.  Convention nominees are noted with an asterisk."
3738,UT,Utah,2,H6UT02416 ,,Paul J. Jr.,McCollaum,McCollaum; Paul J.; Jr.,,CON,*,,,,12519,4.52%,,,,,,"*  Conventions are held by the political parties prior to the primary election.  If one candidate achieves the required convention vote (in accordance with party rules) and there are no candidates that qualified for a primary election by gathering petition signatures, then the candidate is the nominee and the primary election is not held.  If a convention candidate does not achieve the required convention vote, then the top two convention vote-getters will participate in the primary election, along with any candidates that qualified by the signature-gathering method.  For the Democratic and Republican parties, the required convention vote for nomination was 60%.  The Constitution Party convention was held on April 9, 2016; the Democratic, Republican, Independent American and Libertarian conventions were held on April 23, 2016.  Convention nominees are noted with an asterisk."
3739,UT,Utah,2,n/a,,,,,District Votes:,,,,,,276841,,,,,,,
3740,UT,Utah,2,n/a,,,,,,,,,,,,,,,,,,
3741,UT,Utah,3,H8UT03089,(I),Jason,Chaffetz,Chaffetz; Jason,,R,47439,78.59%,,,209589,73.46%,,,,,W,"*  Conventions are held by the political parties prior to the primary election.  If one candidate achieves the required convention vote (in accordance with party rules) and there are no candidates that qualified for a primary election by gathering petition signatures, then the candidate is the nominee and the primary election is not held.  If a convention candidate does not achieve the required convention vote, then the top two convention vote-getters will participate in the primary election, along with any candidates that qualified by the signature-gathering method.  For the Democratic and Republican parties, the required convention vote for nomination was 60%.  The Constitution Party convention was held on April 9, 2016; the Democratic, Republican, Independent American and Libertarian conventions were held on April 23, 2016.  Convention nominees are noted with an asterisk."
3742,UT,Utah,3,H6UT03166 ,,Chia-Chi,Teng,Teng; Chia-Chi,,R,12922,21.41%,,,,,,,,,,"*  Conventions are held by the political parties prior to the primary election.  If one candidate achieves the required convention vote (in accordance with party rules) and there are no candidates that qualified for a primary election by gathering petition signatures, then the candidate is the nominee and the primary election is not held.  If a convention candidate does not achieve the required convention vote, then the top two convention vote-getters will participate in the primary election, along with any candidates that qualified by the signature-gathering method.  For the Democratic and Republican parties, the required convention vote for nomination was 60%.  The Constitution Party convention was held on April 9, 2016; the Democratic, Republican, Independent American and Libertarian conventions were held on April 23, 2016.  Convention nominees are noted with an asterisk."
3743,UT,Utah,3,n/a,,,,,Party Votes:,R,60361,,,,,,,,,,,"*  Conventions are held by the political parties prior to the primary election.  If one candidate achieves the required convention vote (in accordance with party rules) and there are no candidates that qualified for a primary election by gathering petition signatures, then the candidate is the nominee and the primary election is not held.  If a convention candidate does not achieve the required convention vote, then the top two convention vote-getters will participate in the primary election, along with any candidates that qualified by the signature-gathering method.  For the Democratic and Republican parties, the required convention vote for nomination was 60%.  The Constitution Party convention was held on April 9, 2016; the Democratic, Republican, Independent American and Libertarian conventions were held on April 23, 2016.  Convention nominees are noted with an asterisk."
3744,UT,Utah,3,H4UT03211,,Stephen P.,Tryon,Tryon; Stephen P.,,D,*,,,,75716,26.54%,,,,,,"*  Conventions are held by the political parties prior to the primary election.  If one candidate achieves the required convention vote (in accordance with party rules) and there are no candidates that qualified for a primary election by gathering petition signatures, then the candidate is the nominee and the primary election is not held.  If a convention candidate does not achieve the required convention vote, then the top two convention vote-getters will participate in the primary election, along with any candidates that qualified by the signature-gathering method.  For the Democratic and Republican parties, the required convention vote for nomination was 60%.  The Constitution Party convention was held on April 9, 2016; the Democratic, Republican, Independent American and Libertarian conventions were held on April 23, 2016.  Convention nominees are noted with an asterisk."
3745,UT,Utah,3,n/a,,,,,District Votes:,,60361,,,,285305,,,,,,,
3746,UT,Utah,3,n/a,,,,,,,,,,,,,,,,,,
3747,UT,Utah,4,H2UT04023,(I),Mia B.,Love,Love; Mia B.,,R,*,,,,147597,53.76%,,,,,W,"*  Conventions are held by the political parties prior to the primary election.  If one candidate achieves the required convention vote (in accordance with party rules) and there are no candidates that qualified for a primary election by gathering petition signatures, then the candidate is the nominee and the primary election is not held.  If a convention candidate does not achieve the required convention vote, then the top two convention vote-getters will participate in the primary election, along with any candidates that qualified by the signature-gathering method.  For the Democratic and Republican parties, the required convention vote for nomination was 60%.  The Constitution Party convention was held on April 9, 2016; the Democratic, Republican, Independent American and Libertarian conventions were held on April 23, 2016.  Convention nominees are noted with an asterisk."
3748,UT,Utah,4,H4UT04011,,Doug,Owens,Owens; Doug,,D,*,,,,113413,41.31%,,,,,,"*  Conventions are held by the political parties prior to the primary election.  If one candidate achieves the required convention vote (in accordance with party rules) and there are no candidates that qualified for a primary election by gathering petition signatures, then the candidate is the nominee and the primary election is not held.  If a convention candidate does not achieve the required convention vote, then the top two convention vote-getters will participate in the primary election, along with any candidates that qualified by the signature-gathering method.  For the Democratic and Republican parties, the required convention vote for nomination was 60%.  The Constitution Party convention was held on April 9, 2016; the Democratic, Republican, Independent American and Libertarian conventions were held on April 23, 2016.  Convention nominees are noted with an asterisk."
3749,UT,Utah,4,H4UT04045,,Collin R.,Simonsen,Simonsen; Collin R.,,CON,*,,,,13559,4.94%,,,,,,"*  Conventions are held by the political parties prior to the primary election.  If one candidate achieves the required convention vote (in accordance with party rules) and there are no candidates that qualified for a primary election by gathering petition signatures, then the candidate is the nominee and the primary election is not held.  If a convention candidate does not achieve the required convention vote, then the top two convention vote-getters will participate in the primary election, along with any candidates that qualified by the signature-gathering method.  For the Democratic and Republican parties, the required convention vote for nomination was 60%.  The Constitution Party convention was held on April 9, 2016; the Democratic, Republican, Independent American and Libertarian conventions were held on April 23, 2016.  Convention nominees are noted with an asterisk."
3750,UT,Utah,4,n/a,,,,,District Votes:,,,,,,274569,,,,,,,
3751,UT,Utah,4,n/a,,,,,,,,,,,,,,,,,,
3752,UT,Utah,H,n/a,,,,,Total State Votes:,,60361,,,,1114170,,,,,,,
3753,,,,n/a,,,,,,,,,,,,,,,,,,
3754,VT,Vermont,,n/a,,,,,,,,,,,,,,,,,,
3755,VT,Vermont,0,H6VT00160,(I),Peter,Welch,Welch; Peter,,D,67285,99.49%,,,264414,89.53%,,,,,W,
3756,VT,Vermont,0,n/a,,,Scattered,Scattered,,W(D),345,0.51%,,,,,,,,,,
3757,VT,Vermont,0,n/a,,,,,Party Votes:,D,67630,,,,,,,,,,,
3758,VT,Vermont,0,H6VT00160,,Peter,Welch,Welch; Peter,,W(R),2093,61.06%,,,,,,,,,,
3759,VT,Vermont,0,n/a,,,Scattered,Scattered,,W(R),1335,38.94%,,,,,,,,,,
3760,VT,Vermont,0,n/a,,,,,Party Votes:,R,3428,,,,,,,,,,,
3761,VT,Vermont,0,H6VT00251,,Erica,Clawson,Clawson; Erica,,LBU,,,,,29410,9.96%,,,,,,
3762,VT,Vermont,0,n/a,,,Scattered,Scattered,,W,,,,,994,0.34%,,,,,,
3763,VT,Vermont,0,n/a,,Jim,Douglas,Douglas; Jim,,W,,,,,110,0.04%,,,,,,
3764,VT,Vermont,0,n/a,,,No Name,No Name,,W,,,,,102,0.03%,,,,,,
3765,VT,Vermont,0,n/a,,Scott,Milne,Milne; Scott,,W,,,,,90,0.03%,,,,,,
3766,VT,Vermont,0,n/a,,Bernie,Sanders,Sanders; Bernie,,W,,,,,62,0.02%,,,,,,
3767,VT,Vermont,0,H2VT00110,,Mark,Donka,Donka; Mark,,W,,,,,42,0.01%,,,,,,
3768,VT,Vermont,0,n/a,,Brian ,Dubie,Dubie; Brian ,,W,,,,,35,0.01%,,,,,,
3769,VT,Vermont,0,n/a,,Bruce,Lisman,Lisman; Bruce,,W,,,,,14,0.00%,,,,,,
3770,VT,Vermont,0,n/a,,Don,Turner,Turner; Don,,W,,,,,14,0.00%,,,,,,
3771,VT,Vermont,0,n/a,,Jeff,Willey,Willey; Jeff,,W,,,,,11,0.00%,,,,,,
3772,VT,Vermont,0,n/a,,Bill,Lee,Lee; Bill,,W,,,,,11,0.00%,,,,,,
3773,VT,Vermont,0,n/a,,Paul,Dame,Dame; Paul,,W,,,,,10,0.00%,,,,,,
3774,VT,Vermont,0,n/a,,Randy,Brock,Brock; Randy,,W,,,,,9,0.00%,,,,,,
3775,VT,Vermont,0,n/a,,Donald,Trump,Trump; Donald,,W,,,,,6,0.00%,,,,,,
3776,VT,Vermont,0,n/a,,,Scattered,Scattered,,W(PRO),211,100.00%,,,,,,,,,,
3777,VT,Vermont,0,n/a,,,,,Party Votes:,PRO,211,,,,,,,,,,,
3778,VT,Vermont,0,n/a,,,,,District Votes:,,71269,,,,295334,,,,,,,
3779,VT,Vermont,H,n/a,,,,,Total State Votes:,,71269,,,,295334,,,,,,,
3780,,,,n/a,,,,,,,,,,,,,,,,,,
3781,VA,Virginia,,n/a,,,,,,,,,,,,,,,,,,
3782,VA,Virginia,1,H8VA01147,(I),"Robert J. ""Rob""",Wittman,"Wittman; Robert J. ""Rob""",,R,Unopposed,,,,230213,59.85%,,,,,W,
3783,VA,Virginia,1,H6VA01174,,"M. D. ""Matt""",Rowe,"Rowe; M. D. ""Matt""",,D,*,,,,140785,36.60%,,,,,,"*  In Virginia, the political parties may choose to nominate by convention rather than by primary election.  Democratic Party convention dates:  5/7/16 (Districts 5 & 7), 5/21/16 (Districts 1, 6 & 9) and 6/13/16 (District 10 caucus).  Republican Party convention dates: 5/7/16 (Districts 3 & 8), 5/14/16 (Districts 5 & 11) and 5/21/16 (District 7).  Convention nominees are noted with an asterisk."
3784,VA,Virginia,1,H0VA01185,,Glenda Gail,Parker,Parker; Glenda Gail,,IND,,,,,12866,3.34%,,,,,,
3785,VA,Virginia,1,n/a,,,Scattered,Scattered,,W,,,,,791,0.21%,,,,,,
3786,VA,Virginia,1,n/a,,,,,District Votes:,,,,,,384655,,,,,,,
3787,VA,Virginia,1,n/a,,,,,,,,,,,,,,,,,,
3788,VA,Virginia,2,H0VA02118,,Scott W.,Taylor,Taylor; Scott W.,,R,21406,52.55%,,,190475,61.32%,,,,,W,
3789,VA,Virginia,2,H2VA04052,(I),J. Randy,Forbes,Forbes; J. Randy,,R,16552,40.63%,,,,,,,,,,
3790,VA,Virginia,2,H6VA02107,,C. Pat IV,Cardwell,Cardwell; C. Pat; IV,,R,2773,6.81%,,,,,,,,,,
3791,VA,Virginia,2,n/a,,,Scattered,Scattered,,W(R),7,0.02%,,,,,,,,,,
3792,VA,Virginia,2,n/a,,,,,Party Votes:,R,40738,,,,,,,,,,,
3793,VA,Virginia,2,H6VA02115,,Shaun D.,Brown,Brown; Shaun D.,,D,Unopposed,,,,119440,38.45%,,,,,,
3794,VA,Virginia,2,n/a,,,Scattered,Scattered,,W,,,,,725,0.23%,,,,,,
3795,VA,Virginia,2,n/a,,,,,District Votes:,,40738,,,,310640,,,,,,,
3796,VA,Virginia,2,n/a,,,,,,,,,,,,,,,,,,
3797,VA,Virginia,3,H6VA01117,(I),"Robert C. ""Bobby""",Scott,"Scott; Robert C. ""Bobby""",,D,Unopposed,,,,208337,66.70%,,,,,W,
3798,VA,Virginia,3,H6VA03089,,"M. L. ""Marty""",Williams,"Williams; M. L. ""Marty""",,R,*,,,,103289,33.07%,,,,,,"*  In Virginia, the political parties may choose to nominate by convention rather than by primary election.  Democratic Party convention dates:  5/7/16 (Districts 5 & 7), 5/21/16 (Districts 1, 6 & 9) and 6/13/16 (District 10 caucus).  Republican Party convention dates: 5/7/16 (Districts 3 & 8), 5/14/16 (Districts 5 & 11) and 5/21/16 (District 7).  Convention nominees are noted with an asterisk."
3799,VA,Virginia,3,n/a,,,Scattered,Scattered,,W,,,,,745,0.24%,,,,,,
3800,VA,Virginia,3,n/a,,,,,District Votes:,,,,,,312371,,,,,,,
3801,VA,Virginia,3,n/a,,,,,,,,,,,,,,,,,,
3802,VA,Virginia,4,H6VA04061,,A. Donald ,McEachin,McEachin; A. Donald ,,D,11851,75.35%,,,200136,57.73%,,,,,W,
3803,VA,Virginia,4,H2VA04102,,Ella P.,Ward,Ward; Ella P.,,D,3867,24.59%,,,,,,,,,,
3804,VA,Virginia,4,n/a,,,Scattered,Scattered,,W(D),10,0.06%,,,,,,,,,,
3805,VA,Virginia,4,n/a,,,,,Party Votes:,D,15728,,,,,,,,,,,
3806,VA,Virginia,4,H6VA07130,,"Michael L. ""Mike""",Wade,"Wade; Michael L. ""Mike""",,R,4987,64.03%,,,145731,42.03%,,,,,,
3807,VA,Virginia,4,H6VA04087,,Jackee K.,Gonzalez,Gonzalez; Jackee K.,,R,2801,35.96%,,,,,,,,,,
3808,VA,Virginia,4,n/a,,,Scattered,Scattered,,W(R),1,0.01%,,,,,,,,,,
3809,VA,Virginia,4,n/a,,,,,Party Votes:,R,7789,,,,,,,,,,,
3810,VA,Virginia,4,n/a,,,Scattered,Scattered,,W,,,,,832,0.24%,,,,,,
3811,VA,Virginia,4,n/a,,,,,District Votes:,,23517,,,,346699,,,,,,,
3812,VA,Virginia,4,n/a,,,,,,,,,,,,,,,,,,
3813,VA,Virginia,5,H6VA05142,,Tom A. Jr.,Garrett,Garrett; Tom A.; Jr.,,R,*,,,,207758,58.23%,,,,,W,"*  In Virginia, the political parties may choose to nominate by convention rather than by primary election.  Democratic Party convention dates:  5/7/16 (Districts 5 & 7), 5/21/16 (Districts 1, 6 & 9) and 6/13/16 (District 10 caucus).  Republican Party convention dates: 5/7/16 (Districts 3 & 8), 5/14/16 (Districts 5 & 11) and 5/21/16 (District 7).  Convention nominees are noted with an asterisk."
3814,VA,Virginia,5,H6VA05118,,Jane D.,Dittmar,Dittmar; Jane D.,,D,*,,,,148339,41.58%,,,,,,"*  In Virginia, the political parties may choose to nominate by convention rather than by primary election.  Democratic Party convention dates:  5/7/16 (Districts 5 & 7), 5/21/16 (Districts 1, 6 & 9) and 6/13/16 (District 10 caucus).  Republican Party convention dates: 5/7/16 (Districts 3 & 8), 5/14/16 (Districts 5 & 11) and 5/21/16 (District 7).  Convention nominees are noted with an asterisk."
3815,VA,Virginia,5,n/a,,,Scattered,Scattered,,W,,,,,668,0.19%,,,,,,
3816,VA,Virginia,5,n/a,,,,,District Votes:,,,,,,356765,,,,,,,
3817,VA,Virginia,5,n/a,,,,,,,,,,,,,,,,,,
3818,VA,Virginia,6,H2VA06115,(I),"Robert W. ""Bob""",Goodlatte,"Goodlatte; Robert W. ""Bob""",,R,18993,77.92%,,,225471,66.62%,,,,,W,
3819,VA,Virginia,6,H6VA06132,,Harry,Griego,Griego; Harry,,R,5383,22.08%,,,,,,,,,,
3820,VA,Virginia,6,n/a,,,,,Party Votes:,R,24376,,,,,,,,,,,
3821,VA,Virginia,6,H6VA06157,,Kai E.,Degner,Degner; Kai E.,,D,*,,,,112170,33.14%,,,,,,"*  In Virginia, the political parties may choose to nominate by convention rather than by primary election.  Democratic Party convention dates:  5/7/16 (Districts 5 & 7), 5/21/16 (Districts 1, 6 & 9) and 6/13/16 (District 10 caucus).  Republican Party convention dates: 5/7/16 (Districts 3 & 8), 5/14/16 (Districts 5 & 11) and 5/21/16 (District 7).  Convention nominees are noted with an asterisk."
3822,VA,Virginia,6,n/a,,,Scattered,Scattered,,W,,,,,815,0.24%,,,,,,
3823,VA,Virginia,6,n/a,,,,,District Votes:,,24376,,,,338456,,,,,,,
3824,VA,Virginia,6,n/a,,,,,,,,,,,,,,,,,,
3825,VA,Virginia,7,H4VA07143,(I),David A.,Brat,Brat; David A.,,R,*,,,,218057,57.50%,,,,,W,"*  In Virginia, the political parties may choose to nominate by convention rather than by primary election.  Democratic Party convention dates:  5/7/16 (Districts 5 & 7), 5/21/16 (Districts 1, 6 & 9) and 6/13/16 (District 10 caucus).  Republican Party convention dates: 5/7/16 (Districts 3 & 8), 5/14/16 (Districts 5 & 11) and 5/21/16 (District 7).  Convention nominees are noted with an asterisk."
3826,VA,Virginia,7,H6VA07148,,Eileen M.,Bedell,Bedell; Eileen M.,,D,*,,,,160159,42.24%,,,,,,"*  In Virginia, the political parties may choose to nominate by convention rather than by primary election.  Democratic Party convention dates:  5/7/16 (Districts 5 & 7), 5/21/16 (Districts 1, 6 & 9) and 6/13/16 (District 10 caucus).  Republican Party convention dates: 5/7/16 (Districts 3 & 8), 5/14/16 (Districts 5 & 11) and 5/21/16 (District 7).  Convention nominees are noted with an asterisk."
3827,VA,Virginia,7,n/a,,,Scattered,Scattered,,W,,,,,993,0.26%,,,,,,
3828,VA,Virginia,7,n/a,,,,,District Votes:,,,,,,379209,,,,,,,
3829,VA,Virginia,7,n/a,,,,,,,,,,,,,,,,,,
